captured_week_end,market,market_name,rank,rank_change,artist_name,artist_spotify_id,image_url
2026-04-23,sg,Singapore,31,10,sombr,4G9NDjRyZFDlJKMRL8hx3S,https://i.scdn.co/image/ab6761610000517478edaa6468cae153565c2c97
2026-04-23,sg,Singapore,32,11,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,https://i.scdn.co/image/ab676161000051746e835a500e791bf9c27a422a
2026-04-23,sg,Singapore,33,4,G.E.M.,7aRC4L63dBn3CiLDuWaLSI,https://i.scdn.co/image/ab676161000051748b385b6aa7b47570adbeff7b
2026-04-23,sg,Singapore,34,4,BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,https://i.scdn.co/image/ab6761610000517441f3b91c5c5bf6651da98956
2026-04-23,sg,Singapore,35,2,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,https://i.scdn.co/image/ab67616100005174623538b7014238c54ceee056
2026-04-23,sg,Singapore,36,4,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,https://i.scdn.co/image/ab67616100005174d519a7e349541cba8f85e965
2026-04-23,sg,Singapore,37,1,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,https://i.scdn.co/image/ab6761610000517471089d18c93e3a51e70ff0dc
2026-04-23,sg,Singapore,38,4,en王翊恩,7z7tLLiBfmH0kZ2lNVs8LW,https://i.scdn.co/image/ab6761610000517461235ccdfac3f210ed3e3505
2026-04-23,sg,Singapore,39,–,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,https://i.scdn.co/image/45741ba38b51130bb96e00c0e24d17ba311a9293
2026-04-23,sg,Singapore,40,3,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,https://i.scdn.co/image/ab67616100005174b99cacf8acd5378206767261
2026-04-23,sg,Singapore,41,9,Silence Wang,0PdNEiQ3MsJGCEgE13Tz60,https://i.scdn.co/image/ab67616100005174e031c2c433fefe3fd10f5caa
2026-04-23,sg,Singapore,42,7,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,https://i.scdn.co/image/ab676161000051748da3a229445fd3cd896cdd5c
2026-04-23,sg,Singapore,43,4,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,https://i.scdn.co/image/ab676161000051746721f541fb123145d4cb3ace
2026-04-23,sg,Singapore,44,2,Harry Styles,6KImCVD70vtIoJWnq6nGn3,https://i.scdn.co/image/ab67616100005174e309f8c3056a59f20d0968ca
2026-04-23,sg,Singapore,45,8,DIOR 大穎,0czbvTRVGHfCdRsJLxbBGQ,https://i.scdn.co/image/ab6761610000517468f626579122faae33b7802d
2026-04-23,sg,Singapore,46,61,DAY6,5TnQc2N1iKlFjYD7CPGvFc,https://i.scdn.co/image/ab676161000051746bf26f017d7397f06df7b254
2026-04-23,sg,Singapore,47,1,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,https://i.scdn.co/image/ab676161000051742e08fd554de35c3ef1db7fd9
2026-04-23,sg,Singapore,48,–,Tame Impala,5INjqkS1o8h1imAzPqGZBb,https://i.scdn.co/image/ab67616100005174e412a782245eb20d9626c601
2026-04-23,sg,Singapore,49,7,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,https://i.scdn.co/image/ab67616100005174f150017ca69c8793503c2d4f
2026-04-23,sg,Singapore,50,7,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,https://i.scdn.co/image/ab67616100005174f28334d02274b673b8201299
2026-04-23,sg,Singapore,51,2,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,https://i.scdn.co/image/ab676161000051740f0be2054fe9594026a6b843
2026-04-23,sg,Singapore,52,7,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,https://i.scdn.co/image/ab67616100005174df0b5ac84376a0a4b2166816
2026-04-23,sg,Singapore,53,1,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,https://i.scdn.co/image/ab6761610000517419c2790744c792d05570bb71
2026-04-23,sg,Singapore,54,5,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,https://i.scdn.co/image/ab676161000051748a0644455ebfa7d3976f5101
2026-04-23,sg,Singapore,55,3,ROSÉ,3eVa5w3URK5duf6eyVDbu9,https://i.scdn.co/image/ab67616100005174cfb4350222919670128ff2dc
2026-04-23,sg,Singapore,56,4,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,https://i.scdn.co/image/ab6761610000517439ba6dcd4355c03de0b50918
2026-04-23,sg,Singapore,57,12,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,https://i.scdn.co/image/ab67616100005174913ab85302df0ddfb77131e9
2026-04-23,sg,Singapore,58,2,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,https://i.scdn.co/image/ab67616100005174527d95dabbe8b8b527e8136f
2026-04-23,sg,Singapore,59,4,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,https://i.scdn.co/image/ab676161000051744567279fac84a0375c3d819b
2026-04-23,sg,Singapore,60,5,TWICE,7n2Ycct7Beij7Dj7meI4X0,https://i.scdn.co/image/ab676161000051743d8820046fd455b38d644864
2026-04-23,sg,Singapore,61,4,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,https://i.scdn.co/image/ab6761610000517454fc4bff90d96d3ef0179e62
2026-04-23,sg,Singapore,62,16,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,https://i.scdn.co/image/ab676161000051741cea74b0fa7d098d5e80cd87
2026-04-23,sg,Singapore,63,4,The Marías,2sSGPbdZJkaSE2AbcGOACx,https://i.scdn.co/image/ab67616100005174af586afa2b397f1288683a76
2026-04-23,sg,Singapore,64,3,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,https://i.scdn.co/image/ab67616100005174f2903326ec44d5ecb37dcad9
2026-04-23,sg,Singapore,65,15,LANY,49tQo2QULno7gxHutgccqF,https://i.scdn.co/image/ab676161000051748218332656745840f9ed0a50
2026-04-23,sg,Singapore,66,15,Post Malone,246dkjvS1zLTtiykXe5h60,https://i.scdn.co/image/ab67616100005174e17c0aa1714a03d62b5ce4e0
2026-04-23,sg,Singapore,67,2,LBI利比,1xMn0bhYRWHDV01mU8gP1J,https://i.scdn.co/image/ab67616100005174caaa95720c660b8918ecaa9e
2026-04-23,sg,Singapore,68,4,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,https://i.scdn.co/image/ab6761610000517418e3675ebfda9c29cfb2b57e
2026-04-23,sg,Singapore,69,7,KPop Demon Hunters Cast,7mW7Tv7NvywKKXqafZo0Lc,https://i.scdn.co/image/ab67616d00001e026c1334650ced0e28f0b2e13f
2026-04-23,sg,Singapore,70,2,keshi,3pc0bOVB5whxmD50W79wwO,https://i.scdn.co/image/ab676161000051743a0f8f319aeef1aa4115f5e8
2026-04-23,sg,Singapore,71,1,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c
2026-04-23,sg,Singapore,72,2,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,https://i.scdn.co/image/ab67616100005174572a8eae56feae217f618078
2026-04-23,sg,Singapore,73,7,Stray Kids,2dIgFjalVxs4ThymZ67YCE,https://i.scdn.co/image/ab6761610000517491be1e574fd2e0992f94decb
2026-04-23,sg,Singapore,74,3,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab676161000051740c68f6c95232e716f0abee8d
2026-04-23,sg,Singapore,75,2,Joker Xue,1cg0bYpP5e2DNG0RgK2CMN,https://i.scdn.co/image/ab67616100005174c7d5e1d63afde24400794e32
2026-04-23,sg,Singapore,76,4,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,https://i.scdn.co/image/ab6761610000517458b4b9419486550f6fda0535
2026-04-23,sg,Singapore,77,3,张远,4Q6r8rqOodVCDkbAYm7F18,https://i.scdn.co/image/ab6761610000517482aad24e9408892778d4c5cc
2026-04-23,sg,Singapore,78,3,IVE,6RHTUrRF63xao58xh9FXYJ,https://i.scdn.co/image/ab67616100005174e9134cc9371327f8238b1840
2026-04-23,sg,Singapore,79,3,Joji,3MZsBdqDrRTJihTHQrO6Dq,https://i.scdn.co/image/ab67616100005174b6d7836808e8b99fc8c7aadc
2026-04-23,sg,Singapore,80,Re-Entry,Calvin Harris,7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/ab676161000051748ebba5e60113b48de8c11f6b
2026-04-23,sg,Singapore,81,5,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,https://i.scdn.co/image/ab67616100005174d4037f03c5f92e7e6ea89b9e
2026-04-23,sg,Singapore,82,2,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,https://i.scdn.co/image/ab676161000051747da39dea0a72f581535fb11f
2026-04-23,sg,Singapore,83,4,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,https://i.scdn.co/image/ab676161000051746bf10d74063b45938f5d8656
2026-04-23,sg,Singapore,84,5,Pitbull,0TnOYISbd1XYRBk9myaseg,https://i.scdn.co/image/ab676161000051748d8ac7290d0fe2d12fb6e4d9
2026-04-23,sg,Singapore,85,14,RAYE,5KKpBU5eC2tJDzf0wmlRp2,https://i.scdn.co/image/ab67616100005174d9b6eb671700503c0e6205a9
2026-04-23,sg,Singapore,86,5,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,https://i.scdn.co/image/ab676161000051743202f1bcacc6d8f581f32ffd
2026-04-23,sg,Singapore,87,7,Adele,4dpARuHxo51G3z768sgnrY,https://i.scdn.co/image/ab6761610000517468f6e5892075d7f22615bd17
2026-04-23,sg,Singapore,88,2,Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,https://i.scdn.co/image/ab67616100005174a4e2d7045cbcca592ba6c7dd
2026-04-23,sg,Singapore,89,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,https://i.scdn.co/image/ab67616100005174ab47d8dae2b24f5afe7f9d38
2026-04-23,sg,Singapore,90,–,Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,https://i.scdn.co/image/ab67616100005174744989ed737112f4edbd2cc3
2026-04-23,sg,Singapore,91,8,Firdhaus,6fOqdhRNsMQqtwRwgo3NUv,https://i.scdn.co/image/ab676161000051746f9e419c4ae583483afcd152
2026-04-23,sg,Singapore,92,5,NewJeans,6HvZYsbFfjnjFrWF950C9d,https://i.scdn.co/image/ab67616100005174841bdcf28a956f3a384ffcf4
2026-04-23,sg,Singapore,93,5,aespa,6YVMFz59CuY7ngCxTxjpxE,https://i.scdn.co/image/ab67616100005174053bbb910dda6d4ab0618b8b
2026-04-23,sg,Singapore,94,11,Bad Bunny,4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000517481f47f44084e0a09b5f0fa13
2026-04-23,sg,Singapore,95,3,Mayday,16s0YTFcyjP4kgFwt7ktrY,https://i.scdn.co/image/ab676161000051740c2b8e4e8172563052a19e50
2026-04-23,sg,Singapore,96,3,Hillsong Worship,3SgHzT552wy2W8pNLaLk24,https://i.scdn.co/image/ab67616100005174b84be6517b80fe83f9941252
2026-04-23,sg,Singapore,97,6,LAUV,5JZ7CnR6gTvEMKX4g70Amv,https://i.scdn.co/image/ab676161000051749dde640a32d379dd5869fe4e
2026-04-23,sg,Singapore,98,23,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,https://i.scdn.co/image/ab67616100005174997cc9a4aec335d46c9481fd
2026-04-23,sg,Singapore,99,2,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,https://i.scdn.co/image/ab676161000051740548e7c357122cda80128c8f
2026-04-23,sg,Singapore,100,2,Eminem,7dGJo4pcD2V6oG8kP0tJRR,https://i.scdn.co/image/ab67616100005174a00b11c129b27a88fc72f36b
2026-04-23,sg,Singapore,101,6,The 1975,3mIj9lX2MWuHmhNCA7LSCW,https://i.scdn.co/image/ab676161000051740c6e752cbb1e6d1416970f5a
2026-04-23,sg,Singapore,102,2,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,https://i.scdn.co/image/ab676161000051744104fbd80f1f795728abbd59
2026-04-23,sg,Singapore,103,7,Eason Chan,2QcZxAgcs2I1q7CtCkl6MI,https://i.scdn.co/image/ab67616100005174438e5730e9e86121f329d2dd
2026-04-23,sg,Singapore,104,1,Sia,5WUlDfRSoLAfcVSX1WnrxN,https://i.scdn.co/image/ab67616100005174cc1806f0a2f6c9e449de9d3c
2026-04-23,sg,Singapore,105,3,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,https://i.scdn.co/image/ab67616100005174ee3123e593174208f9754fab
2026-04-23,sg,Singapore,106,5,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,https://i.scdn.co/image/ab67616100005174957320981e31e862bc2fb844
2026-04-23,sg,Singapore,107,1,Khalid,6LuN9FCkKOj5PcnpouEgny,https://i.scdn.co/image/ab676161000051748f77c3eddc1869e9542b04bc
2026-04-23,sg,Singapore,108,7,姚晓棠,011UpPnnyUWchmKVyFFByL,https://i.scdn.co/image/ab6761610000517471b933e6d5b4097acad46031
2026-04-23,sg,Singapore,109,3,The Script,3AQRLZ9PuTAozP28Skbq8V,https://i.scdn.co/image/ab6761610000517439cf57b090fcaefe756c91c3
2026-04-23,sg,Singapore,110,1,BABYMONSTER,1SIocsqdEefUTE6XKGUiVS,https://i.scdn.co/image/ab6761610000517443a4c69b563a55f307bde271
2026-04-23,sg,Singapore,111,8,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,https://i.scdn.co/image/ab676161000051743a41a62e7193703d29d30a9a
2026-04-23,sg,Singapore,112,51,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,https://i.scdn.co/image/ab67616100005174ee205e5029a04bd0460e16e4
2026-04-23,sg,Singapore,113,3,Halsey,26VFTg2z8YR0cCuwLzESi2,https://i.scdn.co/image/ab6761610000517415136101a0f63f0b2800b9dc
2026-04-23,sg,Singapore,114,14,EJAE,0RMJOzHDhAKY1o2j0W0vxY,https://i.scdn.co/image/ab67616100005174126261d917be27ceaf9046e3
2026-04-23,sg,Singapore,115,52,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,https://i.scdn.co/image/ab67616100005174830845d2fa6c5c7874176951
2026-04-23,sg,Singapore,116,3,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://i.scdn.co/image/ab67616100005174adfb0b2df04b77e43b5f7375
2026-04-23,sg,Singapore,117,5,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,https://i.scdn.co/image/ab676161000051744c2b62d4748524454a6f99b0
2026-04-23,sg,Singapore,118,12,ILLIT,36cgvBn0aadzOijnjjwqMN,https://i.scdn.co/image/ab676161000051747fabcc2491d95050faa5b710
2026-04-23,sg,Singapore,119,–,Ilaiyaraaja,3m49WVMU4zCkaVEKb8kFW7,https://i.scdn.co/image/ab67616100005174ec891c36864eb59b28f65cf8
2026-04-23,sg,Singapore,120,9,GIVĒON,4fxd5Ee7UefO4CUXgwJ7IP,https://i.scdn.co/image/ab67616100005174e357870455bc56f7ef4147f8
2026-04-23,sg,Singapore,121,10,A-Lin,28gf2piFx6cAKOMIwcky5a,https://i.scdn.co/image/ab67616100005174389f780e71f9c2697c6637e3
2026-04-23,sg,Singapore,122,8,Sam Smith,2wY79sveU1sp5g7SokKOiI,https://i.scdn.co/image/ab676161000051740e64fb94acbb752960c823e9
2026-04-23,sg,Singapore,123,–,Future,1RyvyyTE3xzB2ZywiAwp0i,https://i.scdn.co/image/ab676161000051742c472c891062acb4f3068583
2026-04-23,sg,Singapore,124,4,NIKI,2kxP07DLgs4xlWz8YHlvfh,https://i.scdn.co/image/ab676161000051740654e511623cba4e0e9e2f0c
2026-04-23,sg,Singapore,125,7,颜人中,5PNcqs6EtD6gSXgUiiJIUU,https://i.scdn.co/image/ab67616d00001e02dbc44cb806214a1372ff98d0
2026-04-23,sg,Singapore,126,4,Benson Boone,22wbnEMDvgVIAGdFeek6ET,https://i.scdn.co/image/ab67616100005174fe3bab531cafaf7189d7b1a4
2026-04-23,sg,Singapore,127,7,于冬然,7mJv2vnmyEbD8eyI7tMLKs,https://i.scdn.co/image/ab67616d00001e0268c60c834b6e9dec1b70222f
2026-04-23,sg,Singapore,128,13,HUNTR/X,2yNNYQBChuox9A5Ka93BIn,https://i.scdn.co/image/ab67616d00001e026c1334650ced0e28f0b2e13f
2026-04-23,sg,Singapore,129,5,Tems,687cZJR45JO7jhk1LHIbgq,https://i.scdn.co/image/ab6761610000517422d7d6f8981c7a27bf68a382
2026-04-23,sg,Singapore,130,3,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,https://i.scdn.co/image/ab6761610000517428f1e72b31e756ea3f3a51e7
2026-04-23,sg,Singapore,131,15,REI AMI,6U1dV7aL68N7Gb0Naq34V5,https://i.scdn.co/image/ab67616100005174eb39ded0900c3e50e3d7ba68
2026-04-23,sg,Singapore,132,15,AUDREY NUNA,0Wwji82sLA0Hcvtuak3omb,https://i.scdn.co/image/ab67616100005174ebb65b7285befc7aa0b0cf14
2026-04-23,sg,Singapore,133,–,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,https://i.scdn.co/image/ab676161000051747b3634864a78ab6bd1d77c36
2026-04-23,sg,Singapore,134,15,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,https://i.scdn.co/image/ab6761610000517476470faf6330235edbcb90a9
2026-04-23,sg,Singapore,135,59,Tyla,3SozjO3Lat463tQICI9LcE,https://i.scdn.co/image/ab6761610000517469719e4164b893213a525d25
2026-04-23,sg,Singapore,136,1,EXO,3cjEqqelV9zb4BYE3qDQ4O,https://i.scdn.co/image/ab67616100005174447a60e587e104c24ed3c890
2026-04-23,sg,Singapore,137,9,Jacky Cheung,1Hu58yHg2CXNfDhlPd7Tdd,https://i.scdn.co/image/ab67616100005174f1496a59885e3470c2644879
2026-04-23,sg,Singapore,138,5,G-DRAGON,30b9WulBM8sFuBo17nNq9c,https://i.scdn.co/image/ab67616100005174783a6a578e8eb992bfd74765
2026-04-23,sg,Singapore,139,13,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,https://i.scdn.co/image/ab6761610000517487cde49a53cfbdbecf68fe02
2026-04-23,sg,Singapore,140,1,Paramore,74XFHRwlV6OrjEM0A2NCMF,https://i.scdn.co/image/ab67616100005174b10c34546a4ca2d7faeb8865
2026-04-23,sg,Singapore,141,5,JVKE,164Uj4eKjl6zTBKfJLFKKK,https://i.scdn.co/image/ab676161000051749028079005146db88f6133d0
2026-04-23,sg,Singapore,142,7,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,https://i.scdn.co/image/ab6761610000517470a7b5f0ee7b18d2f2cc8d74
2026-04-23,sg,Singapore,143,3,Charli xcx,25uiPmTg16RbhZWAqwLBy5,https://i.scdn.co/image/ab676161000051746fa76436a2bba83b9f1d6fd1
2026-04-23,sg,Singapore,144,–,Harris Jayaraj,29aw5YCdIw2FEXYyAJZI8l,https://i.scdn.co/image/ab676161000051741263a7722e01be16b21ab944
2026-04-23,sg,Singapore,145,New,John Summit,7kNqXtgeIwFtelmRjWv205,https://i.scdn.co/image/ab6761610000517420662b32f3dbabad755dfb53
2026-04-23,sg,Singapore,146,10,Latto,3MdXrJWsbVzdn6fe5JYkSQ,https://i.scdn.co/image/ab676161000051742d805d9a367bdad2096ab817
2026-04-23,sg,Singapore,147,6,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,https://i.scdn.co/image/ab67616100005174ea2b56271cf92bcff45c0ae9
2026-04-23,sg,Singapore,148,3,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,https://i.scdn.co/image/ab67616100005174815e520e3ce7fe210046ba66
2026-04-23,sg,Singapore,149,6,Britney Spears,26dSoYclwsYLMAKD3tpOr4,https://i.scdn.co/image/ab676161000051748cf8f7cab75b0e44dd4e0ea8
2026-04-23,sg,Singapore,150,35,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,https://i.scdn.co/image/ab6761610000517436eb08698aa7794372c97b97
2026-04-23,sg,Singapore,151,9,王赫野,2sAy0e2cL6jbo0ukxlxWNJ,https://i.scdn.co/image/ab676161000051746d551e1695bd4b68f023fa0c
2026-04-23,sg,Singapore,152,21,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,https://i.scdn.co/image/ab6761610000517442d7061876b87861d7c8f3fb
2026-04-23,sg,Singapore,153,–,承桓,3ZYhFl4nztqc9vx35vKdUI,https://i.scdn.co/image/ab67616100005174c83640dc44a63b3c282cbb52
2026-04-23,sg,Singapore,154,16,Ronghao Li,0rTP0x4vRFSDbhtqcCqc8K,https://i.scdn.co/image/ab676161000051743f4e09ab33764db5726e120f
2026-04-23,sg,Singapore,155,1,Ne-Yo,21E3waRsmPlU7jZsS13rcj,https://i.scdn.co/image/ab67616100005174ca118e3822061f7b7f6bc537
2026-04-23,sg,Singapore,156,2,James Arthur,4IWBUUAFIplrNtaOHcJPRM,https://i.scdn.co/image/ab676161000051745a55e66595e80fb12dc5f5fa
2026-04-23,sg,Singapore,157,11,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,https://i.scdn.co/image/ab67616100005174ba50ca67ffc3097f6ea1710a
2026-04-23,sg,Singapore,158,1,刘宇宁,5k5iMDK1nWLbb0eqMnpuKl,https://i.scdn.co/image/ab67616100005174ef8a4b5ab8540785ae6817b7
2026-04-23,sg,Singapore,159,13,LISA,5L1lO4eRHmJ7a0Q6csE5cT,https://i.scdn.co/image/ab676161000051743c88464ba063f0ae5d326738
2026-04-23,sg,Singapore,160,35,Shashwat Sachdev,465OXuCU8YZNmVG1leLwQ9,https://i.scdn.co/image/ab6761610000517454f120e72388f1c5c3aa3edd
2026-04-23,sg,Singapore,161,Re-Entry,CORTIS,1ebt9HnXdyYA6KgLXr1n4P,https://i.scdn.co/image/ab67616100005174267afab76836557af2bd37c8
2026-04-23,sg,Singapore,162,15,Marshmello,64KEffDW9EtZ1y2vBYgq8T,https://i.scdn.co/image/ab67616100005174fa62d7b4d09a4ea9b4c5f05d
2026-04-23,sg,Singapore,163,11,Avicii,1vCWHaC5f2uS3yhpwWbIA6,https://i.scdn.co/image/ab67616100005174ae07171f989fb39736674113
2026-04-23,sg,Singapore,164,15,DJ Snake,540vIaP2JwjQb9dm3aArA4,https://i.scdn.co/image/ab67616100005174175df1a8848d8ff67c6d5600
2026-04-23,sg,Singapore,165,5,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,https://i.scdn.co/image/ab67616100005174b14a2f1cede69cef4fb03b60
2026-04-23,sg,Singapore,166,14,Sai Abhyankkar,5jJrJU7VVmxQQLcLAmmxXc,https://i.scdn.co/image/ab676161000051740a27dbc5eb270fd2e78b9cbb
