captured_week_end,market,market_name,rank,rank_change,artist_name,artist_spotify_id,image_url
2026-01-08,kr,South Korea,18,6,PLAVE,0k2zyzGq6HX383VlMBOvRG,https://i.scdn.co/image/ab6761610000517471b906c9b276122f7c9b680b
2026-01-08,kr,South Korea,19,3,"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,https://i.scdn.co/image/ab67616100005174c01f9208391fe683603a0617
2026-01-08,kr,South Korea,20,1,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,https://i.scdn.co/image/ab67616100005174c7688aad1bf03986934d7e26
2026-01-08,kr,South Korea,21,2,G-DRAGON,30b9WulBM8sFuBo17nNq9c,https://i.scdn.co/image/ab67616100005174783a6a578e8eb992bfd74765
2026-01-08,kr,South Korea,22,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,https://i.scdn.co/image/ab67616100005174c1719ac9e6a75c1c25835018
2026-01-08,kr,South Korea,23,3,V,3JsHnjpbhX4SnySpvpa9DK,https://i.scdn.co/image/ab6761610000517489a07818e5d02039a6ef3181
2026-01-08,kr,South Korea,24,3,IU,3HqSLMAZ3g3d5poNaI7GOU,https://i.scdn.co/image/ab67616100005174789f38042e5ef8911fc3826b
2026-01-08,kr,South Korea,25,4,Hearts2Hearts,1ZLU77nRzQIaP23mVSYpCQ,https://i.scdn.co/image/ab67616100005174595f4bc18c610ea08065bdc5
2026-01-08,kr,South Korea,26,4,Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,https://i.scdn.co/image/ab6761610000517436fb1d2c40997cd05363de1f
2026-01-08,kr,South Korea,27,7,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,https://i.scdn.co/image/ab6761610000517468412f2d0177a9ebc265ff58
2026-01-08,kr,South Korea,28,15,Epik High,5snNHNlYT2UrtZo5HCJkiw,https://i.scdn.co/image/ab67616100005174a1875d1827aa452e009137d8
2026-01-08,kr,South Korea,29,12,데이먼스 이어 Damons year,2T5KKZuEEudb7alCJ1pCus,https://i.scdn.co/image/ab67616100005174341c85848c698e505bb967b4
2026-01-08,kr,South Korea,30,4,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,https://i.scdn.co/image/ab67616100005174623538b7014238c54ceee056
2026-01-08,kr,South Korea,31,1,Yorushika,4UK2Lzi6fBfUi9rpDt6cik,https://i.scdn.co/image/ab67616100005174e62cff9c6018ae5616b01eab
2026-01-08,kr,South Korea,32,4,fromis_9,24nUVBIlCGi4twz4nYxJum,https://i.scdn.co/image/ab6761610000517461de39dee8dae4e850948c6a
2026-01-08,kr,South Korea,33,2,Sik-K,5DIi2JWfQPTKffaVBlIYRn,https://i.scdn.co/image/ab676161000051741a6cc6e3939ab528f3b4feea
2026-01-08,kr,South Korea,34,1,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,https://i.scdn.co/image/ab67616100005174f28334d02274b673b8201299
2026-01-08,kr,South Korea,35,1,NMIXX,28ot3wh4oNmoFOdVajibBl,https://i.scdn.co/image/ab676161000051745dff706e8c9ec07f7850f014
2026-01-08,kr,South Korea,36,6,BOL4,4k5fFEYgkWYrYvtOK3zVBl,https://i.scdn.co/image/ab676161000051744a970fe13b80298b5621d657
2026-01-08,kr,South Korea,37,4,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,https://i.scdn.co/image/ab676161000051746e835a500e791bf9c27a422a
2026-01-08,kr,South Korea,38,–,TWICE,7n2Ycct7Beij7Dj7meI4X0,https://i.scdn.co/image/ab676161000051743d8820046fd455b38d644864
2026-01-08,kr,South Korea,39,14,EXO,3cjEqqelV9zb4BYE3qDQ4O,https://i.scdn.co/image/ab67616100005174447a60e587e104c24ed3c890
2026-01-08,kr,South Korea,40,–,Leellamarz,79g2STpP2iV1xfgHuhrhX0,https://i.scdn.co/image/ab676161000051744eaf216b35e7c5ac20f91c4d
2026-01-08,kr,South Korea,41,6,back number,6rs1KAoQnFalSqSU4LTh8g,https://i.scdn.co/image/ab676161000051744344b16f251fbbd9d34f3d5a
2026-01-08,kr,South Korea,42,5,KPop Demon Hunters Cast,7mW7Tv7NvywKKXqafZo0Lc,https://i.scdn.co/image/ab67616d00001e026c1334650ced0e28f0b2e13f
2026-01-08,kr,South Korea,43,4,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,https://i.scdn.co/image/ab676161000051745c85d1892bed878af193285e
2026-01-08,kr,South Korea,44,3,BABYMONSTER,1SIocsqdEefUTE6XKGUiVS,https://i.scdn.co/image/ab6761610000517443a4c69b563a55f307bde271
2026-01-08,kr,South Korea,45,3,10CM,6zn0ihyAApAYV51zpXxdEp,https://i.scdn.co/image/ab676161000051744ba512bb460561c888f239b0
2026-01-08,kr,South Korea,46,–,AKMU,6OwKE9Ez6ALxpTaKcT5ayv,https://i.scdn.co/image/ab676161000051741d615b0cee186e63bd735c19
2026-01-08,kr,South Korea,47,3,Stray Kids,2dIgFjalVxs4ThymZ67YCE,https://i.scdn.co/image/ab6761610000517491be1e574fd2e0992f94decb
2026-01-08,kr,South Korea,48,2,JANNABI,2SY6OktZyMLdOnscX3DCyS,https://i.scdn.co/image/ab67616100005174776565cc2d97c46f4d000134
2026-01-08,kr,South Korea,49,4,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,https://i.scdn.co/image/ab676161000051746721f541fb123145d4cb3ace
2026-01-08,kr,South Korea,50,8,BIG Naughty,7cEaNXXTHx3LokbjUUyHal,https://i.scdn.co/image/ab67616100005174c165956d3d04700c1e890a31
2026-01-08,kr,South Korea,51,6,JENNIE,250b0Wlc5Vk0CoUsaCY84M,https://i.scdn.co/image/ab676161000051743feb82fe1bb947a2aa65f6b8
2026-01-08,kr,South Korea,52,3,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,https://i.scdn.co/image/ab67616100005174a603edbfe14a6bced859d7e1
2026-01-08,kr,South Korea,53,4,HAON,2krUNMgFZYm5s4Nn0g91W9,https://i.scdn.co/image/ab67616100005174aae8ad30b0c3f56562bb59b1
2026-01-08,kr,South Korea,54,11,TWS,4GgBKgxhc649frZDHcXIEz,https://i.scdn.co/image/ab6761610000517450686aae536e7ad1f1d131a2
2026-01-08,kr,South Korea,55,3,LEE MU JIN,4Xj0peBt3EZHbdF20JmdWC,https://i.scdn.co/image/ab67616100005174474f4a0aa10dd7732bc679df
2026-01-08,kr,South Korea,56,–,SZA,7tYKF4w9nC0nq9CsPZTHyP,https://i.scdn.co/image/ab67616100005174fd0a9fb6c252a3ba44079acf
2026-01-08,kr,South Korea,57,–,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,https://i.scdn.co/image/ab676161000051748da3a229445fd3cd896cdd5c
2026-01-08,kr,South Korea,58,4,ROSÉ,3eVa5w3URK5duf6eyVDbu9,https://i.scdn.co/image/ab67616100005174cfb4350222919670128ff2dc
2026-01-08,kr,South Korea,59,–,RIIZE,2jOm3cYujQx6o1dxuiuqaX,https://i.scdn.co/image/ab6761610000517450c63abdb4c2f17093aaf63f
2026-01-08,kr,South Korea,60,–,TAEYEON,3qNVuliS40BLgXGxhdBdqu,https://i.scdn.co/image/ab67616100005174d3cee7772514a1bcef46a9b6
2026-01-08,kr,South Korea,61,10,ZICO,4XpUIb8uuNlIWVKmgKZXC0,https://i.scdn.co/image/ab67616100005174abf246ea3cc5db3a70d97496
2026-01-08,kr,South Korea,62,1,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,https://i.scdn.co/image/ab676161000051740b6fd24c14a46a5027d65e47
2026-01-08,kr,South Korea,63,5,Vaundy,2IUl3m1H1EQ7QfNbNWvgru,https://i.scdn.co/image/ab67616100005174b718d2d3988005d3a72f22c9
2026-01-08,kr,South Korea,64,3,Loco,2e4G04F77jxVuDYo44TCSm,https://i.scdn.co/image/ab676161000051745e7434d5fdfde7dbc146eb10
2026-01-08,kr,South Korea,65,3,Drake,3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/ab676161000051744293385d324db8558179afd9
2026-01-08,kr,South Korea,66,8,SYSTEM SEOUL,1YBOO3E40cq9VVNUHeQGDm,https://i.scdn.co/image/ab67616100005174932bf99e9314c9423fe32b60
2026-01-08,kr,South Korea,67,4,Park Hyo Shin,57htMBtzpppc1yoXgjbslj,https://i.scdn.co/image/ab676161000051747a7d4f77e962baf427eeea80
2026-01-08,kr,South Korea,68,4,Roy Kim,3ErHVJMsxTq2lLSmnONBm9,https://i.scdn.co/image/ab676161000051747d60d4ff10d35a469946b4f6
2026-01-08,kr,South Korea,69,8,TOIL,698zn8fEOIr1OrfqG4283S,https://i.scdn.co/image/ab67616100005174078840d41e1ac86f88d7522e
2026-01-08,kr,South Korea,70,12,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,https://i.scdn.co/image/ab67616100005174192be4e9b455c2d5dd5dfe09
2026-01-08,kr,South Korea,71,1,BUZZ,4SdXXEHKFa5NSoh10QxeN2,https://i.scdn.co/image/ab6761610000517448455877cc3ba10743bc5683
2026-01-08,kr,South Korea,72,55,KATSEYE,3c0gDdb9lhnHGFtP4prQpn,https://i.scdn.co/image/ab6761610000517404ba72b2749f90d62152ebec
2026-01-08,kr,South Korea,73,–,j-hope,0b1sIQumIAsNbqAoIClSpy,https://i.scdn.co/image/ab67616100005174ff9ce914c873a6879cf78f38
2026-01-08,kr,South Korea,74,8,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,https://i.scdn.co/image/ab67616100005174e4d94f7cbebb17504c25d419
2026-01-08,kr,South Korea,75,4,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,https://i.scdn.co/image/ab6761610000517439ba6dcd4355c03de0b50918
2026-01-08,kr,South Korea,76,4,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,https://i.scdn.co/image/ab67616100005174d55c95ad400aed87da52daec
2026-01-08,kr,South Korea,77,1,WOODZ,6y9nlaoynxSvoTGY09Vdcy,https://i.scdn.co/image/ab67616100005174bca2d3a56c90d3a50fb0597d
2026-01-08,kr,South Korea,78,8,NCT WISH,4FqmqIspLaUGtxAFFLsZxc,https://i.scdn.co/image/ab67616100005174dfdce70f030eccd2feb56318
2026-01-08,kr,South Korea,79,3,IVE,6RHTUrRF63xao58xh9FXYJ,https://i.scdn.co/image/ab67616100005174e9134cc9371327f8238b1840
2026-01-08,kr,South Korea,80,1,Maroon 5,04gDigrS5kc9YWfZHwBETP,https://i.scdn.co/image/ab67616100005174f8349dfb619a7f842242de77
2026-01-08,kr,South Korea,81,7,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,https://i.scdn.co/image/ab6761610000517454fc4bff90d96d3ef0179e62
2026-01-08,kr,South Korea,82,3,Heize,5dCvSnVduaFleCnyy98JMo,https://i.scdn.co/image/ab6761610000517429117e38caf056aba53cc80c
2026-01-08,kr,South Korea,83,4,DAVICHI,4z6yrDz5GfKXkeQZjOaZdq,https://i.scdn.co/image/ab6761610000517440e9bd998a98de7a1c1ef354
2026-01-08,kr,South Korea,84,15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,https://i.scdn.co/image/ab6761610000517478e45cfa4697ce3c437cb455
2026-01-08,kr,South Korea,85,2,Zion.T,5HenzRvMtSrgtvU16XAoby,https://i.scdn.co/image/ab67616100005174451e705e650fa08297953ef8
2026-01-08,kr,South Korea,86,2,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,https://i.scdn.co/image/ab676161000051741ba8fc5f5c73e7e9313cc6eb
2026-01-08,kr,South Korea,87,–,LUCY,4eh2JeBpQaScfHKKXZh5vO,https://i.scdn.co/image/ab676161000051742cd1196569576dff6dfc70c8
2026-01-08,kr,South Korea,88,13,YANGHONGWON,1SsVqqC31h54Hg08g7uQhM,https://i.scdn.co/image/ab67616100005174173030fcb47d03c0328a9a5c
2026-01-08,kr,South Korea,89,16,HYUKOH,57okaLdCtv3nVBSn5otJkp,https://i.scdn.co/image/ab67616100005174a83b7860635940ed829ee09b
2026-01-08,kr,South Korea,90,7,ASH ISLAND,7IEhlwWQA7pCkEvzwwHehE,https://i.scdn.co/image/ab676161000051743e4becdd5732e924b98d4d9a
2026-01-08,kr,South Korea,91,11,Nerd Connection,5WKUZJPvN1SScyggtPFShK,https://i.scdn.co/image/ab676161000051741bbcb5844b6855c332e40ad9
2026-01-08,kr,South Korea,92,11,Choi Yu Ree,6qvVoPGEqNCyYSjYCgfV1v,https://i.scdn.co/image/ab6761610000517416f4c9e7abde9edb616bc421
2026-01-08,kr,South Korea,93,7,DEAN,3eCd0TZrBPm2n9cDG6yWfF,https://i.scdn.co/image/ab676161000051740380068b5097515265c51f4b
2026-01-08,kr,South Korea,94,14,EJAE,0RMJOzHDhAKY1o2j0W0vxY,https://i.scdn.co/image/ab67616100005174126261d917be27ceaf9046e3
2026-01-08,kr,South Korea,95,14,LAUV,5JZ7CnR6gTvEMKX4g70Amv,https://i.scdn.co/image/ab676161000051749dde640a32d379dd5869fe4e
2026-01-08,kr,South Korea,96,7,HWASA,7bmYpVgQub656uNTu6qGNQ,https://i.scdn.co/image/ab676161000051740e82a43b4f076a736c515e6f
2026-01-08,kr,South Korea,97,6,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,https://i.scdn.co/image/ab676161000051744a21b4760d2ecb7b0dcdc8da
2026-01-08,kr,South Korea,98,5,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,https://i.scdn.co/image/ab6761610000517439f876095d0486fc3a54e4cf
2026-01-08,kr,South Korea,99,34,Ado,6mEQK9m2krja6X1cfsAjfl,https://i.scdn.co/image/ab67616100005174bcb1c184c322688f10cdce7a
2026-01-08,kr,South Korea,100,10,CORTIS,1ebt9HnXdyYA6KgLXr1n4P,https://i.scdn.co/image/ab67616100005174267afab76836557af2bd37c8
2026-01-08,kr,South Korea,101,64,EK,56YvXhxjnImPI8N5dvtjm7,https://i.scdn.co/image/ab67616100005174b1ce540fd48a5bfbf656b73c
2026-01-08,kr,South Korea,102,6,MAKTUB,0frNU3rG4ltOP4GNBA1g4j,https://i.scdn.co/image/ab67616100005174f17a4539a230317f3a0f0942
2026-01-08,kr,South Korea,103,1,CHANGMO,3hvinNZRzTLoREmqFiKr1b,https://i.scdn.co/image/ab67616100005174bb73111f9404833bd8df8816
2026-01-08,kr,South Korea,104,6,Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,https://i.scdn.co/image/ab6761610000517470e421846bdd71847716d87d
2026-01-08,kr,South Korea,105,5,Crush,6aLdhHUqgdKE86xbtNmY8g,https://i.scdn.co/image/ab67616100005174bf0c39864a4e7361818c2a1a
2026-01-08,kr,South Korea,106,1,D.O.,2CQZr2RPZmrcvDnaod1ldC,https://i.scdn.co/image/ab676161000051742d48f6ba136061fb9ff1676a
2026-01-08,kr,South Korea,107,15,HUNTR/X,2yNNYQBChuox9A5Ka93BIn,https://i.scdn.co/image/ab67616d00001e026c1334650ced0e28f0b2e13f
2026-01-08,kr,South Korea,108,14,AUDREY NUNA,0Wwji82sLA0Hcvtuak3omb,https://i.scdn.co/image/ab67616100005174ebb65b7285befc7aa0b0cf14
2026-01-08,kr,South Korea,109,10,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,https://i.scdn.co/image/ab6761610000517419c2790744c792d05570bb71
2026-01-08,kr,South Korea,110,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,https://i.scdn.co/image/ab676161000051748a0644455ebfa7d3976f5101
2026-01-08,kr,South Korea,111,16,REI AMI,6U1dV7aL68N7Gb0Naq34V5,https://i.scdn.co/image/ab67616100005174eb39ded0900c3e50e3d7ba68
2026-01-08,kr,South Korea,112,4,PSY,2dd5mrQZvg6SmahdgVKDzh,https://i.scdn.co/image/ab6761610000517424b5185226d5b7c6aa91db5a
2026-01-08,kr,South Korea,113,–,Post Malone,246dkjvS1zLTtiykXe5h60,https://i.scdn.co/image/ab67616100005174e17c0aa1714a03d62b5ce4e0
2026-01-08,kr,South Korea,114,5,LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,https://i.scdn.co/image/ab676161000051747f7c380b0b079d8ea86b4bc0
2026-01-08,kr,South Korea,115,4,Primary,4QDcs3XrA8uHUZ7Xt9Ytep,https://i.scdn.co/image/ab67616d00001e0230b6adc29d752c16f25ff834
2026-01-08,kr,South Korea,116,14,george,2pRZp2WxvnWWiSPcSSYkNV,https://i.scdn.co/image/ab67616100005174e51697d5a851560c26205257
2026-01-08,kr,South Korea,117,9,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,https://i.scdn.co/image/ab67616100005174adf53c59da1a6d161a55f6d4
2026-01-08,kr,South Korea,118,6,Lil Moshpit,0tVSrjQ0NpDlecsJwGmrMy,https://i.scdn.co/image/ab676161000051747788f8e4ea79048cd4064c91
2026-01-08,kr,South Korea,119,18,Dynamicduo,4nvFFLtv7ZqoTr83387uK4,https://i.scdn.co/image/ab676161000051748f66ec26f9ae0a3238df995e
2026-01-08,kr,South Korea,120,8,MC MONG,6gEWl778wJTkq4Uk5eBvgD,https://i.scdn.co/image/ab67616100005174e30f465a9378e55bfecd3410
2026-01-08,kr,South Korea,121,3,M.C the Max,3MaRWfwKpbYnkYHC5gRKYo,https://i.scdn.co/image/ab67616100005174326ead2c66cb0e3e2942776c
2026-01-08,kr,South Korea,122,8,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,https://i.scdn.co/image/ab67616100005174aadc18cac8d48124357c38e6
2026-01-08,kr,South Korea,123,2,Paul Kim,4qRXrzUmdy3p33lgvJEzdv,https://i.scdn.co/image/ab67616100005174ab3e74a61b74a0586ee2273e
2026-01-08,kr,South Korea,124,16,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,https://i.scdn.co/image/ab67616100005174ba50ca67ffc3097f6ea1710a
2026-01-08,kr,South Korea,125,5,NOWIMYOUNG,66LxteaHD7NvxCnkQoyw2G,https://i.scdn.co/image/ab67616100005174e74a98a67555e0019197491d
2026-01-08,kr,South Korea,126,3,Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,https://i.scdn.co/image/ab67616100005174ec39ca0a437af73deb84a09a
2026-01-08,kr,South Korea,127,5,Redoor,5xhi1KB7WkPiTYb5Fm3YvS,https://i.scdn.co/image/ab676161000051747bcdd2468196ac16303587b3
2026-01-08,kr,South Korea,128,13,Latto,3MdXrJWsbVzdn6fe5JYkSQ,https://i.scdn.co/image/ab676161000051742d805d9a367bdad2096ab817
2026-01-08,kr,South Korea,129,4,KC,0hQTMC0zU4pFW0Lc7ExB6f,https://i.scdn.co/image/ab6761610000517401556b546c226f43c58ace5a
2026-01-08,kr,South Korea,130,2,NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,https://i.scdn.co/image/ab67616100005174ed95357b2b295b2be5058b0b
2026-01-08,kr,South Korea,131,14,Lilas,1qM11R4ylJyQiPJ0DffE9z,https://i.scdn.co/image/ab67616100005174e7e06c8b801ff60df39d7c10
2026-01-08,kr,South Korea,132,3,pH-1,2u7CP5T30c8ctenzXgEV1W,https://i.scdn.co/image/ab67616100005174b4e1a93443ecd2faf97cc2e1
2026-01-08,kr,South Korea,133,1,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,https://i.scdn.co/image/ab67616100005174f7374b42bee7c71b9649ac83
2026-01-08,kr,South Korea,134,5,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,https://i.scdn.co/image/ab67616100005174b7810275be6eafe82b8f5f00
2026-01-08,kr,South Korea,135,3,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,https://i.scdn.co/image/ab67616100005174d6c6537054755d396684e629
2026-01-08,kr,South Korea,136,4,wave to earth,5069JTmv5ZDyPeZaCCXiCg,https://i.scdn.co/image/ab6761610000517411fa75d331351ecfc2e93faf
2026-01-08,kr,South Korea,137,21,Silica Gel,2kxVxKOgoefmgkwoHipHsn,https://i.scdn.co/image/ab6761610000517413400fbc8e055088b5acf81b
2026-01-08,kr,South Korea,138,1,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,https://i.scdn.co/image/ab67616100005174ab47d8dae2b24f5afe7f9d38
2026-01-08,kr,South Korea,139,4,Olivia Dean,00x1fYSGhdqScXBRpSj3DW,https://i.scdn.co/image/ab676161000051745c7577ad44daeb7ce4b941a1
2026-01-08,kr,South Korea,140,4,Dj Samir,6U0dJxYVB41L8WDZ02Nwuk,https://i.scdn.co/image/ab67616100005174270d26c1be427fd625aa56dd
2026-01-08,kr,South Korea,141,12,ycs,15Wmgj7GkO1EPXq9hZPnh6,https://i.scdn.co/image/ab67616100005174b8cf47847721874fb3f3f11b
2026-01-08,kr,South Korea,142,3,King Gnu,6wxfx1yhyqjCPYwwxJktR2,https://i.scdn.co/image/ab676161000051744ec795dffef81475326da642
2026-01-08,kr,South Korea,143,3,Leessang,0JGN9XIqm3vfg7hhPHjExI,https://i.scdn.co/image/ab67616d00001e02dc7284b710f1e8612d6dc71f
2026-01-08,kr,South Korea,144,7,natori,6WmXWHmfBMhupyIs8MSqtu,https://i.scdn.co/image/ab67616100005174494cf503cef48c0439f9907b
2026-01-08,kr,South Korea,145,5,Beenzino,7IrDIIq3j04exsiF3Z7CPg,https://i.scdn.co/image/ab67616100005174ff26398cc4399702e8124986
2026-01-08,kr,South Korea,146,5,BE'O,5NUVwRESNqYBUTRbiATjy7,https://i.scdn.co/image/ab67616100005174a3cf406befb223896bf736b2
2026-01-08,kr,South Korea,147,8,Lim Jae Hyun,3GXxRsiCLmZvM5oSeHbNdO,https://i.scdn.co/image/ab67616d00001e02cf40f40bb6163fc44c8b4253
2026-01-08,kr,South Korea,148,6,Aimyon,5kVZa4lFUmAQlBogl1fkd6,https://i.scdn.co/image/ab6761610000517487c4f7794417bdb0265c4f70
2026-01-08,kr,South Korea,149,3,GIRIBOY,2MtHuR0W2idZdF7x4wddqq,https://i.scdn.co/image/ab67616100005174bddc6fbd6f3557379cc671b0
2026-01-08,kr,South Korea,150,17,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab676161000051740c68f6c95232e716f0abee8d
2026-01-08,kr,South Korea,151,7,LEEHI,7cVZApDoQZpS447nHTsNqu,https://i.scdn.co/image/ab676161000051743c34da519a773ed07b3d9c44
2026-01-08,kr,South Korea,152,4,Lee Moon Sae,2eVlgLy3Aym09gM3dqx6cq,https://i.scdn.co/image/ab67616d00001e02fd3108c3d964134489f4da9f
2026-01-08,kr,South Korea,153,11,keshi,3pc0bOVB5whxmD50W79wwO,https://i.scdn.co/image/ab676161000051743a0f8f319aeef1aa4115f5e8
2026-01-08,kr,South Korea,154,13,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,https://i.scdn.co/image/ab67616100005174ee3123e593174208f9754fab
2026-01-08,kr,South Korea,155,6,PATEKO,0J372uvAXbRjLFSoAVE2lp,https://i.scdn.co/image/ab676161000051745f24b3c8fd7e66d0433803cd
2026-01-08,kr,South Korea,156,3,Younha,6GwM5CHqhWXzG3l5kzRSAS,https://i.scdn.co/image/ab676161000051748c224704a778341352d015d3
2026-01-08,kr,South Korea,157,26,JD1,7fB8Qn00ToFmUY3mAJJSki,https://i.scdn.co/image/ab6761610000517419eb85f7f0d3dae105f2195c
2026-01-08,kr,South Korea,158,1,Don Toliver,4Gso3d4CscCijv0lmajZWs,https://i.scdn.co/image/ab67616100005174c52b798deb89eb8414a51b7b
2026-01-08,kr,South Korea,159,12,LEE SEUNG YOON,6z4R3mCiiIiLgpicseyNkV,https://i.scdn.co/image/ab67616100005174c01b096427d6889c19b67e39
2026-01-08,kr,South Korea,160,13,Shakira,0EmeFodog0BfCgMzAIvKQp,https://i.scdn.co/image/ab6761610000517417f15f351cba70561ad8bcac
2026-01-08,kr,South Korea,161,1,GroovyRoom,29HqjVbJr3vsc2l6BTI4eB,https://i.scdn.co/image/ab67616100005174c669bd3ef0cb1bd511ab7e5e
2026-01-08,kr,South Korea,162,2,MXZI,7kk9ucvRJim0NMM89Lml2Y,https://i.scdn.co/image/ab676161000051746b34efa540d602cb08cf0d41
2026-01-08,kr,South Korea,163,14,KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,https://i.scdn.co/image/ab67616100005174e598f0566b93682de3b9abb2
2026-01-08,kr,South Korea,164,4,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,https://i.scdn.co/image/ab67616100005174385df356841aaec34a0914aa
2026-01-08,kr,South Korea,165,10,QWER,0XufO9nLOKNN0w0qNrDrZy,https://i.scdn.co/image/ab6761610000517437e4d5fc8401d8e054b24b39
2026-01-08,kr,South Korea,166,14,ksmartboi,6iBjPtCEGarFwpdJUc39P9,https://i.scdn.co/image/ab67616100005174839949737de121278da5b88c
